Schema,Domain,Domain Description,Field,Array Field,Type,Related,Cardinality,Description
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_race,,String,,,"This is the race of a person. Examples include American Indian or Alaska Native, Asian, Black or African American, Native Hawaiian or Other Pacific Islander, and White."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_race_code,,String,,,This is the race code associated with race of a person.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_race_source,,String,,,This is the source related information of race. This determines from where race information was received.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_religion,,String,,,This is the religion associated with the person.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_ethnicity,,String,,,This is the ethnicity of a person. Examples include Hispanic or Latino and Not Hispanic or Latino.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_ethnicity_source,,String,,,This is the source related information of ethnicity. This determines from where ethnicity information was received.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_marital_status,,String,,,"This is the marital status of a person. Examples include single, married, widowed, divorced, and separated."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_marital_status_code,,String,,,This is the marital status code of a person.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_marital_status_system,,String,,,This is the marital status system associated with status code.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_nationality,,String,,,"A person's nationality is where they are a legal citizen. Examples include American, Canadian, and Russian."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_mothers_maiden_name,,String,,,This is the person's mother's maiden name.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_citizenship,,String,,,This is the citizenship of the person.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",demographic_details,,Array,base_demographic_info,one-many,Details of the demographic information associated with the member.
Person,member,,,reference_id,String,,,This is a unique identifier
Person,member,,,type,String,,,"This is the type of demographic information. i.e. race, gender, etc."
Person,member,,,code,String,,,This is the coded value of demographic information.
Person,member,,,code_description,String,,,This is the code description for the demographic code.
Person,member,,,source,String,,,This is the source from which the demographic information is received.
Person,member,,,sourced_date,Datetime,,,This is the date of the sourcing of the demographic information.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",state_residency,,String,,,Member's state residency.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",occupation,,String,,,This is the occupation of the member.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",birth_date_of_birth,,Date,,,This is the date of birth for the person.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",birth_year_of_birth,,String,,,This is the year of birth for the person.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",birth_multiple_births_ind,,Boolean,,,"This indicates whether a person was part of a multiple birth, such as a twin or triplet."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",birth_order,,Int4,,,"This is the order a person is born in their family, as defined by numeric values. For example, 1 and 2 refer to first born and second born, respectively."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",birth_birthplace,,String,,,"This is the city, state, and country where the person was born."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",deceased_deceased_ind,,Boolean,,,This indicates whether the person is deceased.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",deceased_deceased_age,,Int4,,,"This integer is the precise age in years of the person at time of death. For example, 78."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",deceased_deceased_date,,Datetime,,,This is the date at time of death.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",deceased_cause_of_death,,String,,,This is the cause of death.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",language_language_code,,String,,,This is the coded value for the language.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",language_written_spoken_code,,String,,,This is the code that indicates the person's or organization's language preference. Examples include written and spoken.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",language_code_system,,String,,,This is the system of coded value for the language.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",language_code_display,,String,,,This is the display of coded value for the language.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",other_languages,,Array,string,one-many,This lists the member's known languages.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",other_languages_detail,,Array,other_languages_detail_info,one-many,Details of the consumer's known languages.
Person,member,,,reference_id,String,,,This is a unique identifier
Person,member,,,value,String,,,This is the coded value for the language.
Person,member,,,display,String,,,This is the display of coded value for the language.
Person,member,,,system,String,,,This is the system of coded value for the language.
Person,member,,,usage,String,,,"This specifies purpose of the language. Example, Written, Spoken."
Person,member,,,usage_source,String,,,This specifies how the language usage source information was received.
Person,member,,,preferred_language_ind,Boolean,,,This is the indicator if the language is classified as preferred language.
Person,member,,,source,String,,,This is the source providing language data.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",documents,,Array,document_info,one-many,This lists documents provided or generated as part of a clinical or insurance event transaction.
Person,member,,,reference_id,String,,,This is a unique identifier
Person,member,,,header_id,String,,,"This is the originating system-provided unique, immutable identifier for the document header."
Person,member,,,name,String,,,This is the name of the document.
Person,member,,,document_type,String,,,This is the type of document.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",recorded_values,,Array,coded_value_info,one-many,This lists additional arbitrary recorded values for the member in the context of the transaction of which this stub is a part.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,code_id,String,,,This is an ID for the code.
Person,member,,,code_type,String,,,This is the type of code.
Person,member,,,code_value,String,,,This is the code value.
Person,member,,,code_value_type,String,,,"This is the type of code value. Only primitives of the type supported by JSON schema allowed. Examples include string, Boolean, and number."
Person,member,,,code_description,String,,,This contains the text or additional information about the code.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",employer_group,,Array,employer_group_info,one-many,This is a link to the associated subgroup entity.
Person,member,,,reference_id,String,,,This is a unique identifier
Person,member,,,employer_group_type,String,,,This is the type of associated group entity. E.g. SubGroup or ParentSubgroup
Person,member,,,group_status,String,,,This is the current status of the employer group.
Person,member,,,group_type,String,,,"This is a categorization of health plan customers that is based primarily on the type of benefit supported (such as Commercial, Medicare, and so on) and the way that benefits are purchased (such as through employer, directly by an individual, either on- or off-exchange, and so on)."
Person,member,,,tin,String,,,This is the unique tax identification number (TIN) established for the employer group.
Person,member,,,group_name,String,,,This is the name of the employer group.
Person,member,,,group_bill_level,String,,,"This is the billing entity level at which a bill will be generated for this group. Examples include policy, client, or coverage."
Person,member,,,parent_group_id,String,,,"This is the parent group identifier, if any."
Person,member,,,parent_group_name,String,,,"This is the parent group name, if any."
Person,member,,,address_type,String,,,"This is the type of address. Examples include physical, residential, etc."
Person,member,,,address_use,String,,,This field shows the use of the address. Examples are : home | work | temp | old | billing.
Person,member,,,address_line_1,String,,,"This is the first address line in an address. Examples include street number, street name, P.O. Box, etc."
Person,member,,,address_line_2,String,,,"This is the second address line in an address. Examples include suite number, floor number, apartment number, etc."
Person,member,,,address_line_3,String,,,This is the third address line in an address.
Person,member,,,address_line_4,String,,,This is the fourth address line in an address.
Person,member,,,po_box,String,,,This is the PO Box information in an address.
Person,member,,,rank,String,,,This is the ranking of the address relative to other addresses included. A high rank indicates a preferred address.
Person,member,,,entity_type,String,,,"This is the entity type associated with the contact. Examples are 'PROV' , 'FACILITY', 'ORGANIZATION', 'NON-PROVIDER', etc."
Person,member,,,quadrant,String,,,"This represents a general area of a location, particularly in cities with grid-based street systems to divide the city into four main sections (e.g., Northwest, Northeast, Southwest, Southeast). Values in the field reflect as received by Abacus."
Person,member,,,ward,String,,,"This refers to a geographic division or subdivision of a city or county, often used for administrative or political purposes. Values in the field reflect as received by Abacus."
Person,member,,,city,String,,,This is the name of the city where the address is located. Values in the field reflect data as received by Abacus.
Person,member,,,county,String,,,This is the name of the county where the address is located. Values in the field reflect data as received by Abacus.
Person,member,,,state_province,String,,,This is the state or province abbreviation within the country for the address.
Person,member,,,postal_code,String,,,This is the ZIP code or postal code where the address is located.
Person,member,,,zip_code_extension,String,,,This is the four-character extension to the ZIP code or postal code.
Person,member,,,country,String,,,This is the name of the country where the address is located. Values in the field reflect data as received by Abacus.
Person,member,,,longitude,String,,,This is the geographic longitude of the address.
Person,member,,,latitude,String,,,This is the geographic latitude of the address.
Person,member,,,phone_number,String,,,"This is the complete text phone number, including country code, area code, and local phone number."
Person,member,,,country_code,String,,,This is the country code for the phone number.
Person,member,,,area_code,String,,,This is the area code for the phone number.
Person,member,,,extension,String,,,This is the extension for the phone number.
Person,member,,,phone_type,String,,,"This is the type of phone. Examples include home, work, and cell."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",member_employment,,Array,member_employment_info,one-many,This lists employment details associated with the member.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,id,String,,,This is a key associated with the employment details of member.
Person,member,,,code,String,,,This is the code associated with the employment type for member.
Person,member,,,code_desc,String,,,This is the description of code associated with the employment type for member.
Person,member,,,code_name,String,,,This is the details associated with the employment type for member.
Person,member,,,status,String,,,This is the code associated with the employment status for member.
Person,member,,,status_desc,String,,,This is the description of code associated with the employment status for member.
Person,member,,,status_name,String,,,This is the details associated with the employment status for member.
Person,member,,,salary,"Decimal(38, 10)",,,This is salary of the individual.
Person,member,,,worked_hours,String,,,This is total working hours of the individual.
Person,member,,,organization_id,String,,,This is the id of organization of the associated person.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",member_disability,,Array,member_disability_info,one-many,This lists disability details associated with the member.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,id,String,,,This is a key associated with the disability details of member.
Person,member,,,diagnosis_code,String,,,This is the code associated with the diagnosis of disability for member.
Person,member,,,diagnosis_code_desc,String,,,This is the description of code associated with the diagnosis of disability for member.
Person,member,,,diagnosis_code_name,String,,,This is the details associated with the diagnosis of disability for member.
Person,member,,,type,String,,,This is the code associated with the type of disability for member.
Person,member,,,type_desc,String,,,This is the description of code associated with the type of disability for member.
Person,member,,,type_name,String,,,This is the details associated with the type of disability for member.
Person,member,,,denial_reason,String,,,This is the code associated with the reason for denial of disability for member.
Person,member,,,denial_reason_desc,String,,,This is the description of code associated with the reason for denial of disability for member.
Person,member,,,denial_reason_name,String,,,This is the details associated with the reason for denial of disability  for member.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",member_pharmacy,,Array,member_pharmacy_info,one-many,This lists pharmacy details associated with the member.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,id,String,,,This is a key associated with the pharmacy  part D details of member.
Person,member,,,rx_bank_identification_number,String,,,This is the bank identification number associated pharmacy part D of member.
Person,member,,,rx_group,String,,,This is the group associated with the pharmacy part D of member.
Person,member,,,rx_processor_code_number,Int4,,,Pharmacy part D processor code number. This attribute is captured from Market Prominence.
Person,member,,,rx_phone_number,String,,,This is the phone number associated with the pharmacy of the member.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",employee_status,,String,,,This is the current employment status for the member. Examples include employed and unemployed.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",market_segment_code,,String,,,"This is the market segment code or line of business. Examples include Medicare, Medicaid, and Commercial."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",hire_date,,Date,,,This is hire date for the member.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",medicare_hic_number,,String,,,"This is the member's Medicare beneficiary's identification number, often called a health insurance claim number (HICN) or the railroad ID (for former railroad employees)."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",beneficiary_id,,String,,,"Health Insurance Claim Number (HICN) until the start of Medicare Beneficiary Identifier (MBI) transition then MBI during and after MBI transition. MBI is 11 characters, left-justified with one space at the end"
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",medicare_coverage_type,,String,,,"This code indicates the type of Medicare coverage that the member has. Examples include Secondary Part A, Part B, Not specified, Parts A and B Age 65, Parts A and B, Not Covered, Renal, Secondary, Unknown, Secondary, Working, Yes, and Undefined."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",medicaid_id,,String,,,This is a unique member identification number assigned by the state Medicaid agency. This field is required to be submitted by the pharmacy when it is known that the member has Medicaid coverage.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",eff_date,,Date,,,This is the effective date associated with the membership.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",exp_date,,Date,,,This is the expiration date associated with the membership.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",contact_preference_code,,String,,,This indicates the member's preference for how to be contacted.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",contact_method_desc,,String,,,This is the contact method of the member.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",graduation_degree,,String,,,This is the degree of graduation associated with the member.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",graduation_date,,Date,,,This is the date of graduation associated with the member.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",insurance_policy_source_id,,String,,,This lists other insurance policies that cover the current patient and might be processing this same claim.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",member_insurance_policies,,Array,insurance_policy_info,one-many,This lists the insurance policies of the member
Person,member,,,reference_id,String,,,This is a unique identifier
Person,member,,,policy_id,String,,,"This is the unique, immutable policy ID underwritten and established for the member policy."
Person,member,,,policy_name,String,,,This is the unique policy name underwritten and established for the member policy.
Person,member,,,policy_holder_id,String,,,This is the unique identifier for the policy holder or plan sponsor.
Person,member,,,group_id,String,,,This is the insurance group identifier for the insurance coverage and policy.
Person,member,,,group_name,String,,,This is the insurance group name for the insurance coverage and policy.
Person,member,,,sub_group_id,String,,,This is the insurance subgroup identifier within the group for the insurance coverage and policy.
Person,member,,,sub_group_name,String,,,This is the insurance subgroup name within the group for the insurance coverage and policy.
Person,member,,,plan_id,String,,,This is the unique identifier for the plan sponsor for the insurance coverage and policy.
Person,member,,,plan_name,String,,,This is the plan sponsor name underwritten and established for the member policy.
Person,member,,,qualified_health_plan_ind,Boolean,,,This indicates if the plan is qualified for medicare.
